DB00261	DB01109
DB00211	DB00289
DB00374	DB09118
DB01100	DB01175
DB01182	DB01359
DB00176	DB09128
DB00317	DB09048
DB06684	DB06704
DB01559	DB09072
DB01320	DB04855
DB00687	DB01609
DB00875	DB09042
DB00233	DB06767
DB00681	DB06696
DB00752	DB01100
DB00932	DB04272
DB00191	DB00988
DB00686	DB01109
DB00712	DB00864
DB00214	DB01600
DB01320	DB04868
DB00934	DB01367
DB00564	DB09123
DB01203	DB09080
DB00590	DB09048
DB09068	DB09211
DB00401	DB00559
DB04272	DB08918
DB00396	DB00559
DB00623	DB00707
DB01049	DB01624
DB00196	DB00615
DB00289	DB00935
DB00312	DB01074
DB00363	DB00674
DB01114	DB09034
DB00227	DB00343
DB09065	DB09071
DB00656	DB01178
DB00387	DB04924
DB00723	DB11124
DB01591	DB09272
DB08873	DB08901
DB00246	DB00912
DB00737	DB04924
DB00904	DB04896
DB01320	DB05676
DB00248	DB01211
DB00759	DB09275
DB01201	DB08815
DB00086	DB00784
DB00290	DB06688
DB00813	DB00850
DB00370	DB00557
DB00206	DB00215
DB00697	DB01083
DB02703	DB09074
DB00015	DB00569
DB00186	DB01558
DB00436	DB01192
DB00862	DB00898
DB01104	DB01238
DB00454	DB03880
DB00121	DB01323
DB00564	DB01367
DB00908	DB00956
DB00334	DB01559
DB00806	DB06441
DB01058	DB01238
DB01067	DB04339
DB00315	DB00508
DB00715	DB01307
DB00958	DB08895
DB00418	DB00876
DB00765	DB09071
DB00332	DB01624
DB00343	DB00497
DB00503	DB01218
DB01045	DB08932
DB01167	DB08899
DB00921	DB04841
DB06605	DB06684
DB00544	DB04938
DB01220	DB05521
DB06695	DB09102
DB08880	DB09118
DB00370	DB00474
DB00780	DB06684
DB00402	DB00486
DB01264	DB06636
DB00277	DB01351
DB00268	DB05812
DB01115	DB01143
DB00341	DB01560
DB01151	DB06808
DB00968	DB01367
DB00539	DB01021
DB00938	DB09059
DB00761	DB00924
DB00266	DB01059
DB00373	DB00468
DB00206	DB00468
DB00275	DB00820
DB00861	DB09053
DB00950	DB06201
DB01136	DB01182
DB08860	DB09102
DB00976	DB08815
DB00490	DB01614
DB00177	DB00968
DB00368	DB00935
DB00916	DB01601
DB00266	DB00543
DB00014	DB09080
DB00661	DB09075
DB00814	DB01021
DB00384	DB00734
DB00206	DB09075
DB00222	DB01307
DB01268	DB01306
DB00283	DB01560
DB00295	DB00341
DB00181	DB01174
DB00977	DB01124
DB00224	DB08903
DB00458	DB01614
DB01124	DB06287
DB01320	DB01590
DB00734	DB04905
DB06228	DB06730
DB01104	DB01151
DB00615	DB01018
DB00528	DB01164
DB00387	DB00679
DB00312	DB01162
DB00565	DB00661
DB00490	DB04842
DB00232	DB01120
DB00876	DB08935
DB00502	DB01149
DB01035	DB08868
DB01267	DB01306
DB00967	DB09034
DB00237	DB01193
DB00408	DB00956
DB00363	DB01005
DB00653	DB09555
DB00307	DB00865
DB00925	DB01054
DB01198	DB09118
DB00861	DB09026
DB00454	DB00557
DB00266	DB00932
DB00289	DB00679
DB00218	DB01071
DB00220	DB06287
DB00582	DB00794
DB00387	DB01409
DB00662	DB01409
DB00196	DB00470
DB00295	DB01168
DB01194	DB01264
DB00606	DB00854
DB00476	DB00697
DB01367	DB06701
DB00091	DB01244
DB00468	DB00880
DB00818	DB01017
DB00349	DB08912
DB00241	DB06711
DB00921	DB04946
DB00484	DB08883
DB01259	DB08820
DB05039	DB09042
DB00933	DB08918
DB00193	DB06204
DB00376	DB00391
DB00503	DB00528
DB00370	DB01236
DB00220	DB09330
DB00726	DB09290
DB00295	DB09272
DB00381	DB01337
DB00788	DB01082
DB00972	DB06204
DB00698	DB09112
DB00082	DB01309
DB00215	DB00872
DB00476	DB00705
DB01590	DB08899
DB00900	DB08864
DB00199	DB08907
DB00374	DB01174
DB08865	DB08912
DB01023	DB06207
DB06695	DB06700
DB00690	DB00872
DB00065	DB01432
DB01463	DB09097
DB00284	DB00715
DB00816	DB06707
DB00193	DB06274
DB00794	DB01232
DB01014	DB08813
DB00834	DB08914
DB00289	DB01407
DB00421	DB00780
DB00381	DB01351
DB00503	DB01036
DB00227	DB03880
DB01017	DB09118
DB00202	DB01190
DB00696	DB08820
DB01623	DB09272
DB00089	DB01026
DB00485	DB00994
DB00712	DB06271
DB00455	DB04905
DB00224	DB00470
DB04868	DB09027
DB00717	DB00949
DB00065	DB00598
DB00070	DB00341
DB01416	DB06696
DB00570	DB09027
DB00932	DB01100
DB00195	DB00484
DB00254	DB09275
DB00393	DB06636
DB00738	DB06203
DB00188	DB01558
DB01167	DB09128
DB00407	DB09026
DB01174	DB09071
DB00433	DB00514
DB00237	DB00678
DB00945	DB01296
DB00446	DB04908
DB00490	DB01168
DB00715	DB04272
DB00973	DB06210
DB00178	DB00820
DB00443	DB00864
DB00475	DB08883
DB00582	DB08873
DB00500	DB00686
DB00201	DB00285
DB00248	DB00961
DB00078	DB01097
DB00202	DB00390
DB00252	DB01427
DB00457	DB00780
DB00661	DB08870
DB00834	DB01264
DB00909	DB00945
DB00022	DB00476
DB01095	DB06414
DB00343	DB06218
DB00008	DB00277
DB00312	DB00949
DB00035	DB01142
DB00494	DB09117
DB00759	DB00948
DB00307	DB00656
DB00384	DB00492
DB00072	DB00544
DB00178	DB01143
DB00515	DB01248
DB00266	DB04574
DB01144	DB08907
DB00166	DB09038
DB00489	DB00780
DB08865	DB09053
DB00413	DB05246
DB06153	DB09272
DB00470	DB00494
DB00366	DB01351
DB00208	DB01136
DB00014	DB09277
DB00277	DB01211
DB00022	DB00495
DB00501	DB01016
DB00281	DB00571
DB00425	DB01202
DB00224	DB06237
DB01364	DB09042
DB01167	DB02703
DB00540	DB01156
DB00436	DB00652
DB00715	DB01418
DB08912	DB09053
DB01037	DB06698
DB01307	DB06719
DB00054	DB00749
DB00280	DB01609
DB00104	DB01224
DB00304	DB08914
DB00177	DB00861
DB00295	DB09076
DB00177	DB00880
DB00261	DB09053
DB00208	DB01195
DB00457	DB01364
DB00460	DB01016
DB00863	DB01263
DB00266	DB00671
DB00794	DB09477
DB00166	DB01307
DB00181	DB06204
DB00622	DB01182
DB00252	DB00906
DB00898	DB00899
DB00468	DB06697
DB00484	DB00625
DB00723	DB01288
DB04946	DB08882
DB00275	DB09220
DB01215	DB01320
DB00136	DB11057
DB00065	DB01032
DB00318	DB00363
DB00598	DB00935
DB00091	DB01200
DB00737	DB09034
DB00191	DB08824
DB00983	DB09009
DB00384	DB09477
DB00237	DB00343
DB00341	DB00921
DB00396	DB04272
DB00780	DB00937
DB00864	DB01177
DB00946	DB01009
DB01268	DB06643
DB01097	DB09029
DB00031	DB09068
DB00653	DB01167
DB00863	DB01238
DB01018	DB08820
DB01100	DB08820
DB01149	DB01178
DB00908	DB01045
DB00418	DB00554
DB00672	DB01124
DB00040	DB00804
DB00295	DB00334
DB00422	DB00968
DB00686	DB01225
DB00424	DB01278
DB00252	DB01609
DB00300	DB00586
DB01148	DB01278
DB00430	DB01418
DB00841	DB05039
DB00457	DB00653
DB00268	DB00697
DB00497	DB08883
DB00211	DB00692
DB01167	DB01232
DB00047	DB00668
DB01110	DB01124
DB00502	DB01323
DB00446	DB01045
DB00604	DB01211
DB00046	DB04876
DB00104	DB01169
DB00500	DB01207
DB00898	DB01242
DB01264	DB06228
DB00191	DB09082
DB00444	DB06273
DB00181	DB04837
DB00630	DB01082
DB00502	DB00554
DB00418	DB01173
DB06636	DB09128
DB00446	DB01174
DB00215	DB01195
DB00208	DB00758
DB04842	DB06684
DB00472	DB04272
DB00406	DB09268
DB00269	DB01045
DB00201	DB11249
DB01149	DB09102
DB00081	DB00363
DB00201	DB09290
DB00420	DB04871
DB00312	DB00903
DB00015	DB00945
DB00070	DB00668
DB00715	DB01018
DB00726	DB00831
DB00201	DB00880
DB00237	DB01136
DB00575	DB01173
DB00601	DB01038
DB01068	DB06201
DB00176	DB00831
DB00188	DB01418
DB00393	DB01076
DB00175	DB00375
DB00569	DB08794
DB00199	DB00672
DB00374	DB00717
DB00334	DB01247
DB00468	DB06290
DB00584	DB01109
DB00374	DB00594
DB00215	DB01238
DB00946	DB00975
DB00035	DB06204
DB00268	DB00490
DB00245	DB00761
DB00014	DB04868
DB00176	DB00851
DB00627	DB08907
DB01251	DB06788
DB01224	DB09042
DB00022	DB00514
DB00363	DB08907
DB00280	DB01136
DB00976	DB09262
DB00945	DB01064
DB00816	DB00887
DB01656	DB06273
DB00266	DB00465
DB00572	DB00752
DB00604	DB09118
DB00734	DB08883
DB01017	DB01114
DB00555	DB01072
DB00584	DB01354
DB00788	DB08935
DB01323	DB09030
DB00065	DB01172
DB00673	DB01224
DB01340	DB01356
DB04905	DB09027
DB00035	DB00476
DB00601	DB01614
DB04951	DB09079
DB00708	DB05271
DB00083	DB01171
DB00006	DB06695
DB00364	DB01059
DB00270	DB01235
DB01440	DB05271
DB00176	DB00195
DB00237	DB00590
DB00246	DB06203
DB00573	DB00806
DB00705	DB06335
DB00669	DB04884
DB00747	DB00956
DB00748	DB01278
DB00040	DB00496
DB00919	DB01212
DB00337	DB00834
DB00420	DB06201
DB00196	DB01182
DB00187	DB04855
DB00344	DB06288
DB00997	DB01323
DB00472	DB01063
DB00969	DB01149
DB01030	DB01656
DB09054	DB09227
DB00956	DB01021
DB01551	DB01556
DB00862	DB08822
DB00087	DB00363
DB00864	DB09048
DB00564	DB09072
DB00881	DB01119
DB00230	DB00557
DB00091	DB01369
DB00501	DB08880
DB01254	DB08815
DB00993	DB01014
DB00384	DB08907
DB00486	DB00794
DB00500	DB01398
DB00541	DB00622
DB01169	DB06203
DB00479	DB01415
DB00598	DB00734
DB00407	DB00806
DB00675	DB01323
DB00653	DB00708
DB01174	DB05109
DB00294	DB01109
DB00363	DB01309
DB01118	DB08873
DB00104	DB01165
DB00835	DB01017
DB01201	DB08865
DB00541	DB01026
DB00563	DB00586
DB00381	DB00468
DB00375	DB08827
DB00269	DB00834
DB00331	DB00860
DB00331	DB00898
DB00543	DB01175
DB00227	DB06589
DB01211	DB08865
DB00252	DB00771
DB00252	DB00653
DB00280	DB00612
DB00880	DB01143
DB00186	DB01142
DB00945	DB00988
DB00266	DB00451
DB00675	DB01118
DB00273	DB00424
DB00508	DB01356
DB00035	DB00321
DB00554	DB01296
DB01072	DB08815
DB04865	DB06779
DB08827	DB09063
DB01064	DB06714
DB00227	DB01241
DB00531	DB00999
DB00082	DB01067
DB00266	DB00316
DB00524	DB01120
DB00586	DB00814
DB00780	DB08815
DB01620	DB06704
DB01351	DB04825
DB00252	DB08875
DB00203	DB09054
DB00187	DB00588
DB00983	DB01576
DB06290	DB08918
DB06717	DB08912
DB00363	DB01069
DB00104	DB08865
DB00231	DB00715
DB00188	DB00334
DB00468	DB01309
DB00661	DB00708
DB00450	DB01017
DB00193	DB00420
DB00177	DB00806
DB00182	DB06714
DB00539	DB09083
DB00962	DB05271
DB09075	DB09102
DB00281	DB01136
DB00313	DB06290
DB00333	DB01071
DB00564	DB01319
DB00222	DB00912
DB00337	DB01033
DB08895	DB09077
DB01357	DB08907
DB00918	DB06262
DB00237	DB00470
DB00503	DB00679
DB00203	DB01167
DB00041	DB00883
DB01244	DB01339
DB00531	DB01232
DB00388	DB00486
DB00897	DB01167
DB00427	DB09272
DB00679	DB01367
DB01042	DB04817
DB00176	DB05812
DB00682	DB00794
DB00752	DB01037
DB00082	DB00333
DB01365	DB09042
DB01045	DB09030
DB00182	DB00508
DB00374	DB04861
DB06825	DB08882
DB00450	DB01071
DB00697	DB00850
DB00619	DB06616
DB01059	DB09267
DB09063	DB09073
DB00501	DB09280
DB00030	DB00977
DB00015	DB01088
DB00575	DB06218
DB00311	DB00945
DB00082	DB01268
DB00363	DB00495
DB00193	DB00436
DB00204	DB08816
DB00382	DB00934
DB00422	DB01377
DB00712	DB08935
DB04953	DB09034
DB00598	DB01143
DB06616	DB08893
DB00387	DB00804
DB00975	DB01590
DB00476	DB00734
DB00222	DB08882
DB00196	DB01200
DB00418	DB00503
DB00054	DB11133
DB04896	DB09211
DB00686	DB08794
DB00679	DB00752
DB00820	DB01264
DB00705	DB01222
DB00675	DB00908
DB00717	DB06271
DB00759	DB01147
DB00834	DB01189
DB00166	DB01124
DB00450	DB06201
DB00997	DB08881
DB00501	DB00555
DB01026	DB01256
DB00484	DB01359
DB00598	DB09282
DB00697	DB00956
DB01009	DB06813
DB01277	DB08882
DB00688	DB01603
DB00601	DB00830
DB01232	DB06772
DB01069	DB01463
DB00486	DB00842
DB00784	DB04272
DB00199	DB00322
DB00425	DB00564
DB00252	DB04938
DB00780	DB00904
DB00881	DB01021
DB01309	DB09564
DB00648	DB06717
DB00687	DB01050
DB01268	DB04876
DB00181	DB08883
DB01248	DB06273
DB00921	DB08815
DB01168	DB06148
DB00682	DB08813
DB00047	DB01621
DB00307	DB00673
DB00047	DB00808
DB00030	DB00310
DB00199	DB01398
DB00927	DB01167
DB00042	DB06702
DB00220	DB01181
DB00508	DB04871
DB00893	DB01235
DB00977	DB06290
DB00091	DB08916
DB00414	DB00959
DB00310	DB06203
DB00862	DB01115
DB00346	DB06273
DB00893	DB08930
DB00289	DB01367
DB00395	DB05271
DB00700	DB01211
DB00440	DB01118
DB00819	DB01577
DB04868	DB06237
DB00438	DB00682
DB00176	DB00206
DB01166	DB01225
DB00671	DB00994
DB00285	DB00961
DB00214	DB01129
DB00752	DB08822
DB01097	DB05109
DB00263	DB00621
DB00281	DB00489
DB00397	DB00486
DB00315	DB01063
DB00564	DB09063
DB00391	DB00696
DB00747	DB09290
DB00332	DB00752
DB00035	DB01242
DB00557	DB01106
DB00622	DB00758
DB00422	DB00796
DB00370	DB00829
DB06772	DB09054
DB00618	DB01602
DB00283	DB06148
DB00957	DB01307
DB00295	DB09034
DB01104	DB01207
DB01254	DB01590
DB01353	DB08941
DB00368	DB00588
DB00270	DB00734
DB00395	DB09280
DB00749	DB00945
DB00177	DB09220
DB00269	DB01072
DB00613	DB01072
DB00316	DB00750
DB01167	DB08896
DB00950	DB06723
DB00237	DB00373
DB01211	DB06684
DB00831	DB06204
DB00450	DB00835
DB01560	DB06724
DB01264	DB08816
DB00705	DB01071
DB00201	DB00653
DB00653	DB06724
DB00771	DB09290
DB04946	DB06288
DB01024	DB01397
DB00346	DB00678
DB00682	DB01354
DB00752	DB08897
DB00091	DB00796
DB00283	DB00470
DB00653	DB00728
DB00289	DB00388
DB00277	DB01059
DB00991	DB01395
DB00610	DB06711
DB01167	DB09118
DB04868	DB06290
DB01041	DB01440
DB00458	DB01041
DB00798	DB01602
DB00708	DB00774
DB01600	DB06228
DB00697	DB00822
DB00072	DB09330
DB00754	DB06204
DB00728	DB01017
DB01097	DB08877
DB00865	DB01356
DB00741	DB05521
DB01174	DB09079
DB00313	DB00726
DB00484	DB00909
DB00470	DB00490
DB00557	DB06282
DB00571	DB05812
DB00661	DB01355
DB00932	DB01264
DB00176	DB01614
DB00726	DB06201
DB00121	DB06723
DB00332	DB00875
DB00573	DB00945
DB06688	DB09029
DB00834	DB05109
DB00108	DB05679
DB00187	DB01158
DB00449	DB00612
DB00422	DB09128
DB00332	DB00816
DB00381	DB01162
DB00091	DB01039
DB00696	DB01026
DB01017	DB01623
DB00070	DB00596
DB00813	DB09290
DB00765	DB01440
DB00486	DB01403
DB00381	DB06724
DB01224	DB08883
DB00582	DB01120
DB00163	DB01175
DB00346	DB06290
DB00268	DB01106
DB00031	DB00974
DB01054	DB01377
DB01198	DB08933
DB00048	DB06271
DB01166	DB08933
DB00349	DB06201
DB00625	DB09123
DB06148	DB06702
DB01259	DB09054
DB09054	DB09128
DB00252	DB06290
DB01263	DB08918
DB00867	DB01274
DB00503	DB06605
DB06335	DB06719
DB01558	DB06204
DB06201	DB09071
DB00705	DB06237
DB01124	DB01309
DB00454	DB00850
DB00468	DB01306
DB00734	DB01124
DB00269	DB08813
DB00343	DB09128
DB00310	DB00862
DB00407	DB00722
DB00484	DB00660
DB00042	DB00831
DB01072	DB01076
DB01201	DB09074
DB00373	DB08976
DB00686	DB11095
DB00220	DB06589
DB00749	DB09295
DB00983	DB06714
DB00191	DB01193
DB00252	DB00435
DB00452	DB01415
DB00266	DB00607
DB00391	DB01062
DB00764	DB01021
DB00181	DB00327
DB01113	DB01353
DB00499	DB09073
DB00811	DB00900
DB00477	DB06204
DB00448	DB01418
DB00332	DB00344
DB01238	DB01320
DB00595	DB01377
DB00938	DB06704
DB00433	DB00746
DB00331	DB09134
DB00374	DB00590
DB00564	DB06401
DB00895	DB00967
DB00688	DB00739
DB09054	DB09074
DB00243	DB01248
DB00425	DB06204
DB00159	DB00215
DB00687	DB00887
DB06723	DB09027
DB00682	DB01397
DB01395	DB09280
DB00295	DB01623
DB01254	DB06626
DB01174	DB06684
DB00529	DB03615
DB01115	DB08933
DB00492	DB09026
DB00808	DB01551
DB01149	DB08918
DB00621	DB00672
DB00366	DB00950
DB00503	DB01026
DB00625	DB09101
DB09065	DB09083
DB00794	DB09291
DB00402	DB00872
DB00193	DB01173
DB01225	DB08816
DB00314	DB01111
DB00850	DB01171
DB00700	DB08976
DB00958	DB01172
DB00436	DB01306
DB00198	DB01032
DB00450	DB09118
DB01168	DB01623
DB00176	DB06702
DB00343	DB09039
DB00458	DB01233
DB00780	DB01579
DB00405	DB00715
DB00427	DB09072
DB00458	DB06808
DB00343	DB00625
DB00318	DB00932
DB01156	DB09068
DB00367	DB00912
DB00700	DB00722
DB00577	DB00688
DB00187	DB00484
DB01261	DB01306
DB00714	DB00780
DB00343	DB00908
DB00619	DB01072
DB00193	DB01075
DB00207	DB01076
DB00619	DB04868
DB00608	DB02703
DB00220	DB00908
DB00316	DB00935
DB00559	DB00678
DB00104	DB00264
DB00311	DB00427
DB00564	DB01018
DB00938	DB01254
DB00594	DB00820
DB00204	DB00285
DB00482	DB00679
DB00374	DB00999
DB01174	DB09143
DB00863	DB04905
DB00946	DB01225
DB00601	DB00921
DB06282	DB09117
DB00199	DB01030
DB01167	DB09036
DB00363	DB00956
DB01016	DB06789
DB01167	DB04946
DB00379	DB01551
DB00215	DB06603
DB00584	DB08935
DB00072	DB08904
DB00180	DB01609
DB00661	DB06212
DB00237	DB00695
DB00073	DB08895
DB00540	DB04884
DB00443	DB01307
DB04861	DB09063
DB00648	DB01058
DB00204	DB01072
DB00363	DB00631
DB00653	DB01219
DB06781	DB09067
DB00252	DB00776
DB00956	DB01234
DB01242	DB08933
DB00535	DB01172
DB00384	DB00794
DB01037	DB01624
DB01173	DB04953
DB00486	DB01351
DB00213	DB00338
DB00470	DB00909
DB00688	DB01605
DB00497	DB00956
DB00177	DB09026
DB00412	DB00727
DB00585	DB01263
DB00436	DB01309
DB01365	DB09082
DB00222	DB09046
DB00206	DB06589
DB00252	DB01167
DB00750	DB01612
DB00839	DB01039
DB01242	DB01618
DB01142	DB09241
DB00697	DB06290
DB00281	DB00598
DB00696	DB01623
DB01211	DB01394
DB00035	DB06684
DB01194	DB09065
DB00393	DB01149
DB00615	DB04845
DB00381	DB01353
DB00433	DB06684
DB00358	DB01323
DB00887	DB00994
DB00656	DB00875
DB00370	DB00753
DB00241	DB00610
DB00991	DB01398
DB00582	DB01072
DB00387	DB00433
DB01067	DB01110
DB00186	DB00768
DB00215	DB00370
DB00382	DB00623
DB00413	DB00747
DB01193	DB11124
DB08816	DB08827
DB01149	DB01609
DB00014	DB00199
DB00801	DB01320
DB00078	DB00775
DB01100	DB08880
DB00798	DB08795
DB00479	DB00803
DB00390	DB01072
DB00864	DB01041
DB01016	DB09046
DB00295	DB01224
DB00582	DB01351
DB01024	DB01155
DB01201	DB08860
DB00541	DB01174
DB00683	DB06201
DB01254	DB01591
DB00237	DB00999
DB00307	DB00595
DB01149	DB01218
DB00277	DB00935
DB00021	DB00540
DB00276	DB04817
DB00564	DB00601
DB04855	DB09118
DB00502	DB00989
DB00408	DB00938
DB00243	DB01045
DB00278	DB00945
DB00342	DB01263
DB00382	DB00458
DB01174	DB09280
DB00211	DB01136
DB00641	DB11354
DB00186	DB08910
DB09049	DB09073
DB00515	DB00919
DB00593	DB01579
DB00054	DB01240
DB01119	DB01203
DB00675	DB01006
DB00590	DB00834
DB04574	DB09057
DB00215	DB00498
DB00557	DB00697
DB00615	DB08816
DB01036	DB05812
DB00615	DB01263
DB04574	DB08914
DB00382	DB00557
DB00196	DB01234
DB00613	DB01023
DB01309	DB09547
DB00072	DB01005
DB01168	DB09289
DB00900	DB01263
DB00393	DB00422
DB00997	DB01403
DB00176	DB06808
DB00468	DB01218
DB00734	DB08941
DB00559	DB01036
DB00370	DB01589
DB00379	DB06684
DB00059	DB00864
DB00301	DB01418
DB00215	DB06704
DB00956	DB08820
DB00794	DB00887
DB00838	DB09067
DB00176	DB00409
DB00215	DB04855
DB00072	DB00997
DB00608	DB06708
DB06273	DB08903
DB00673	DB00820
DB00264	DB00752
DB00224	DB00342
DB00653	DB00692
DB00883	DB09073
DB00059	DB09208
DB06288	DB08815
DB00022	DB00176
DB00422	DB01023
DB06335	DB08883
DB00864	DB06207
DB00322	DB06688
DB00695	DB00919
DB00195	DB04839
DB00342	DB00582
DB00408	DB00714
DB00653	DB11093
DB00590	DB01355
DB00316	DB05528
DB00181	DB06283
DB00470	DB00842
DB00495	DB00577
DB00682	DB09547
DB01015	DB08907
DB00563	DB09320
DB00669	DB06262
DB00073	DB08904
DB00985	DB09072
DB00409	DB00924
DB00366	DB00486
DB00427	DB09273
DB00678	DB08935
DB00598	DB08935
DB00193	DB00952
DB00207	DB00697
DB00582	DB06605
DB01233	DB06288
DB00728	DB01427
DB00261	DB01225
DB00559	DB01166
DB00918	DB01232
DB00393	DB00565
DB00121	DB01053
DB00673	DB00762
DB00457	DB00528
DB00014	DB01026
DB00559	DB01072
DB00700	DB00876
DB00732	DB00994
DB01567	DB08900
DB00512	DB06696
DB00227	DB00252
DB01353	DB09026
DB00035	DB01050
DB00865	DB09009
DB00959	DB01021
DB00070	DB04574
DB00273	DB00945
DB00780	DB04842
DB00710	DB06724
DB01323	DB06145
DB00359	DB09214
DB00177	DB00384
DB00784	DB00930
DB00187	DB00373
DB08815	DB08865
DB00364	DB01155
DB01264	DB09027
DB00199	DB00490
DB00750	DB09266
DB00268	DB00540
DB00196	DB01068
DB00204	DB00556
DB00211	DB00264
DB00959	DB01201
DB00187	DB00571
DB00682	DB01600
DB00573	DB06813
DB00361	DB09036
DB00615	DB09027
DB00908	DB00932
DB00967	DB01017
DB00903	DB00912
DB00277	DB06704
DB00794	DB00916
DB00252	DB01115
DB00661	DB01267
DB00422	DB00863
DB00370	DB00842
DB00302	DB09222
DB00575	DB09242
DB00307	DB06636
DB00956	DB02703
DB00607	DB09268
DB00108	DB00987
DB00465	DB00974
DB00188	DB00296
DB00176	DB01254
DB01323	DB08901
DB00412	DB00440
DB00188	DB00969
DB04868	DB06724
DB00452	DB00720
DB00246	DB01306
DB00425	DB01174
DB00489	DB06724
DB00338	DB04868
DB00503	DB01263
DB00014	DB00104
DB00863	DB01112
DB00349	DB09123
DB01234	DB06203
DB00104	DB00738
DB00571	DB00816
DB00091	DB01351
DB00318	DB00436
DB00338	DB01167
DB00501	DB00997
DB00413	DB00418
DB00669	DB00831
DB00358	DB01595
DB00808	DB00854
DB00945	DB01104
DB00758	DB11133
DB01072	DB08820
DB00973	DB01039
DB00289	DB00752
DB01224	DB06203
DB00021	DB00850
DB00530	DB01377
DB00502	DB08897
DB00668	DB00841
DB01264	DB05521
DB00682	DB01066
DB01158	DB01193
DB00908	DB01211
DB00717	DB04876
DB00925	DB09282
DB00243	DB05521
DB01045	DB08896
DB00935	DB01576
DB01026	DB06772
DB00794	DB06204
DB00564	DB00765
DB00222	DB01032
DB00512	DB00728
DB01595	DB05271
DB00204	DB05521
DB00834	DB00945
DB00351	DB08794
DB00593	DB01576
DB00248	DB00334
DB00489	DB01235
DB00707	DB01124
DB04896	DB08824
DB00241	DB00615
DB00794	DB08941
DB06207	DB09039
DB00544	DB01656
DB00346	DB04861
DB01149	DB01182
DB00732	DB00996
DB08873	DB09074
DB00476	DB00880
DB00220	DB00938
DB00594	DB09220
DB01418	DB06684
DB00078	DB00285
DB01010	DB03128
DB06605	DB08816
DB00648	DB01590
DB00266	DB00540
DB00311	DB01194
DB00252	DB09291
DB01323	DB09068
DB01172	DB01600
DB01618	DB04896
DB01054	DB06207
DB00559	DB09570
DB00780	DB01620
DB00182	DB00449
DB01037	DB08912
DB00047	DB06791
DB00924	DB00956
DB00349	DB00653
DB01355	DB01418
DB00083	DB00565
DB04924	DB09300
DB01083	DB01174
DB00014	DB01232
DB00833	DB09268
DB00465	DB04272
DB00682	DB00749
DB00656	DB01264
DB00715	DB06791
DB01285	DB06643
DB00337	DB06168
DB01395	DB08914
DB00836	DB04905
DB06825	DB08907
DB00206	DB00612
DB00266	DB06701
DB00937	DB01037
DB00204	DB00381
DB00232	DB00707
DB00503	DB00615
DB00007	DB01167
DB00300	DB01082
DB01075	DB09271
DB01144	DB01235
DB00932	DB06700
DB01143	DB01359
DB00582	DB04845
DB01156	DB05271
DB01198	DB05521
DB00542	DB01109
DB00976	DB01074
DB00903	DB01082
DB00656	DB06717
DB00690	DB01403
DB00401	DB00590
DB00715	DB09043
DB00065	DB01197
DB00967	DB00972
DB00317	DB00585
DB01233	DB01239
DB00104	DB01203
DB00323	DB00972
DB01296	DB09068
DB00705	DB01320
DB04868	DB09065
DB00269	DB00307
DB00278	DB00974
DB01222	DB06724
DB00956	DB09555
DB00461	DB00684
DB00248	DB00831
DB00561	DB01247
DB05812	DB06702
DB00745	DB01064
DB00393	DB08883
DB01181	DB01418
DB00501	DB00564
DB00470	DB00830
DB00177	DB00418
DB00557	DB00818
DB00263	DB00980
DB00367	DB06203
DB00042	DB00972
DB00758	DB00996
DB00802	DB08865
DB00030	DB08815
DB00861	DB00974
DB00374	DB00881
DB00395	DB00470
DB00994	DB01603
DB00503	DB04868
DB00834	DB01001
DB00021	DB00455
DB00343	DB01222
DB00042	DB00967
DB00474	DB00887
DB00041	DB00661
DB00091	DB09054
DB00678	DB01167
DB00864	DB01042
DB00458	DB01323
DB00331	DB00672
DB00220	DB01076
DB00468	DB01359
DB00397	DB06711
DB01020	DB09036
DB00211	DB01151
DB00409	DB01149
DB00503	DB00582
DB00390	DB00997
DB00047	DB00224
DB01319	DB05109
DB00454	DB01353
DB00289	DB00427
DB00376	DB04924
DB00691	DB01590
DB00108	DB00853
DB00641	DB08820
DB00946	DB06822
DB01174	DB01211
DB06372	DB08910
DB00078	DB01600
DB02703	DB09049
DB00382	DB00728
DB00601	DB01071
DB00465	DB00707
DB00850	DB06684
DB04871	DB09128
DB00985	DB06148
DB00231	DB00486
DB00492	DB09282
DB00767	DB00952
DB00739	DB01017
DB00969	DB08881
DB00277	DB04861
DB00215	DB08794
DB00307	DB00570
DB00932	DB01309
DB00625	DB00884
DB00269	DB00687
DB00289	DB00908
DB01100	DB01149
DB00331	DB00808
DB01407	DB06714
DB00224	DB01181
DB00211	DB11124
DB00997	DB01026
DB00443	DB00912
DB00543	DB01017
DB00862	DB06207
DB00648	DB00820
DB06701	DB06704
DB00750	DB01198
DB01192	DB09034
DB00351	DB06404
DB00320	DB00850
DB00434	DB01104
DB01149	DB06589
DB00492	DB08907
DB00697	DB00904
DB00470	DB00734
DB00897	DB01232
DB00176	DB01063
DB00434	DB09271
DB00683	DB01319
DB00337	DB00688
DB00758	DB01023
DB00421	DB01355
DB01155	DB06724
DB00412	DB05812
DB01229	DB09118
DB00588	DB01577
DB00484	DB00925
DB01128	DB08827
DB01320	DB09291
DB00476	DB06808
DB00783	DB06777
DB00307	DB09039
DB00601	DB01242
DB00630	DB06723
DB00047	DB00222
DB00207	DB00220
DB01225	DB09070
