,Drug_ID,Protein_ID,label
11917,DB03408,DB01656,0
11918,Q15111,DB07379,0
11919,DB01408,P47901,0
11920,P17735,DB00029,0
11921,DB05190,DB08047,0
11922,DB07742,DB01647,0
11923,P22352,DB03711,0
11924,Q9ULW8,DB03736,0
11925,DB08560,DB04273,0
11926,DB08173,DB03073,0
11927,P06213,DB05812,0
11928,DB06103,DB04895,0
11929,P09467,DB07277,0
11930,DB02067,DB01877,0
11931,DB01762,DB07618,0
11932,DB08044,DB08389,0
11933,DB01110,DB03957,0
11934,DB07508,DB00370,0
11935,DB00508,DB00683,0
11936,P48060,DB01185,0
11937,DB06766,Q9ULZ9,0
11938,DB07440,DB00197,0
11939,DB00396,P59998,0
11940,DB07856,DB08395,0
11941,DB04381,DB06150,0
11942,DB06589,DB02114,0
11943,DB01373,P00734,0
11944,P49591,DB03726,0
11945,DB07003,O76074,0
11946,DB07276,DB05482,0
11947,DB04213,Q15788,0
11948,DB00397,P62491,0
11949,DB04638,DB00026,0
11950,DB00062,DB01591,0
11951,DB08565,Q13258,0
11952,Q96DP5,DB02869,0
11953,DB03968,P09237,0
11954,DB00539,Q9UQD0,0
11955,DB04436,DB01580,0
11956,DB03796,P23378,0
11957,DB07629,Q9NSE4,0
11958,DB03980,DB07562,0
11959,DB07615,DB07449,0
11960,DB05913,DB05505,0
11961,DB06990,P11309,0
11962,DB07903,P16435,0
11963,DB03019,DB08289,0
11964,Q9NYA1,DB00777,0
11965,DB04724,DB00382,0
11966,DB05882,DB00385,0
11967,Q9H8P0,DB02473,0
11968,DB04797,DB00179,0
11969,DB01733,DB00675,0
11970,P11498,DB00034,0
11971,DB00997,DB07326,0
11972,DB07142,DB07718,0
11973,DB06804,DB06842,0
11974,DB04325,Q96FI4,0
11975,Q00535,DB02583,0
11976,DB05316,Q5XXA6,0
11977,DB03125,P17181,0
11978,P01130,Q15119,0
11979,DB02887,Q9NZV6,0
11980,DB06841,DB00706,0
11981,DB02967,P31040,0
11982,O75936,DB03732,0
11983,DB00929,DB00744,0
11984,DB00863,DB01291,0
11985,DB05468,DB07509,0
11986,DB01667,DB07070,0
11987,DB06741,Q9GZT4,0
11988,DB03010,DB02631,0
11989,DB08347,DB03525,0
11990,DB04736,Q9BVJ7,0
11991,DB02458,DB06699,0
11992,O14793,P20783,0
11993,DB03221,Q9NWM0,0
11994,P21266,DB01025,0
11995,P35228,DB01324,0
11996,DB07051,DB04960,0
11997,DB08230,DB04327,0
11998,DB08771,DB04825,0
11999,DB07237,P04229,0
12000,DB05464,O95299,0
12001,DB04172,DB03486,0
12002,DB00889,DB07779,0
12003,DB01348,DB01972,0
12004,O14793,P29034,0
12005,DB02095,P50281,0
12006,DB02218,DB04377,0
12007,DB04852,Q14833,0
12008,P49916,DB07470,0
12009,DB03845,P10632,0
12010,DB00163,DB00011,0
12011,DB00967,DB09202,0
12012,P51787,DB04187,0
12013,DB08675,DB07025,0
12014,P00156,P25774,0
12015,DB07769,DB08178,0
12016,DB05824,DB00091,0
12017,DB01157,P11229,0
12018,DB00421,DB02347,0
12019,Q96RP8,Q99519,0
12020,P00747,Q05932,0
12021,DB07197,Q9ULX7,0
12022,DB03080,O00217,0
12023,O14793,DB07422,0
12024,DB00711,DB06820,0
12025,DB00337,DB01209,0
12026,Q92781,DB01244,0
12027,P05546,DB03189,0
12028,DB04478,DB04763,0
12029,DB00933,P02747,0
12030,DB03393,P53674,0
12031,Q96GD4,O60706,0
12032,DB01192,DB07340,0
12033,DB07131,DB00756,0
12034,P17900,DB01366,0
12035,P23381,P28065,0
12036,DB01309,DB06919,0
12037,DB04901,Q15842,0
12038,DB04065,DB06992,0
12039,P52848,P01730,0
12040,DB03878,Q14541,0
12041,P25092,DB07594,0
12042,DB07484,DB05767,0
12043,DB06916,DB00177,0
12044,DB08865,Q9NPF7,0
12045,P17948,DB01067,0
12046,Q02224,DB03496,0
12047,DB08201,Q9UN76,0
12048,DB00129,DB06062,0
12049,DB07341,DB04522,0
12050,DB07316,DB05199,0
12051,DB00975,DB02925,0
12052,P06280,DB08527,0
12053,Q9BQE3,DB07556,0
12054,DB03835,DB08591,0
12055,DB00816,DB06317,0
12056,DB00150,DB05278,0
12057,Q9GZT9,DB01320,0
12058,Q9HAB3,DB00838,0
12059,P25103,P26440,0
12060,Q6NVY1,P25311,0
12061,DB03195,P34896,0
12062,P11216,DB03026,0
12063,Q9H4G4,Q9P0Z9,0
12064,DB04008,Q9NXA8,0
12065,DB04715,DB05216,0
12066,DB02347,DB05875,0
12067,DB07156,DB02712,0
12068,P01106,DB07500,0
12069,DB01818,DB02329,0
12070,DB04614,DB07493,0
12071,P25789,DB03791,0
12072,DB04215,DB04405,0
12073,DB00905,DB07846,0
12074,DB07029,DB07108,0
12075,DB01664,DB00864,0
12076,Q14697,DB04278,0
12077,Q96QU6,DB03078,0
12078,DB03060,Q13621,0
12079,DB08397,DB03847,0
12080,DB08906,DB00608,0
12081,DB05854,Q13258,0
12082,P14902,DB07940,0
12083,O43293,DB03693,0
12084,DB08320,P06729,0
12085,DB01444,DB07783,0
12086,DB00610,DB02158,0
12087,DB00941,DB07595,0
12088,P30044,DB05201,0
12089,DB08535,DB01275,0
12090,DB08029,DB08248,0
12091,DB07361,P23284,0
12092,DB04901,DB02528,0
12093,DB04715,DB00244,0
12094,DB03073,DB07835,0
12095,DB03392,DB08522,0
12096,DB06829,P12724,0
12097,DB05207,P01189,0
12098,P46976,DB07916,0
12099,DB02322,DB02148,0
12100,P51580,P16930,0
12101,DB05025,P35749,0
12102,DB00726,P00747,0
12103,P18283,DB03424,0
12104,DB05290,P08620,0
12105,DB08024,DB05432,0
12106,DB01239,DB07500,0
12107,DB01087,DB01245,0
12108,DB04738,DB04775,0
12109,DB05191,DB06155,0
12110,DB01483,Q96KC2,0
12111,DB02052,DB05849,0
12112,DB07801,Q15102,0
12113,DB03725,DB07121,0
12114,DB01178,P42768,0
12115,P01834,P16662,0
12116,P17900,DB04152,0
12117,P06730,DB00399,0
12118,Q96KS0,O14732,0
12119,P00451,DB00354,0
12120,P14649,DB03316,0
12121,DB07030,DB01905,0
12122,Q92887,DB07196,0
12123,DB03032,P34096,0
12124,P62829,Q9UN88,0
12125,DB01645,DB01128,0
12126,DB07666,DB07681,0
12127,DB01242,DB02277,0
12128,Q6IB77,DB04772,0
12129,DB05708,DB02260,0
12130,DB01054,DB01941,0
12131,DB01234,DB00936,0
12132,DB07235,DB08059,0
12133,DB05408,P61158,0
12134,DB02813,DB07036,0
12135,P36896,DB04318,0
12136,DB03331,P53350,0
12137,DB04173,DB00619,0
12138,DB01132,P01589,0
12139,DB08537,P28908,0
12140,DB02201,DB08385,0
12141,Q9Y3D2,DB05034,0
12142,DB02101,DB00508,0
12143,P33151,DB03572,0
12144,P01178,P51686,0
12145,Q16566,P00742,0
12146,DB03935,DB07856,0
12147,DB09068,DB01392,0
12148,O15067,DB07879,0
12149,DB02479,P09960,0
12150,DB04404,DB05120,0
12151,Q02817,DB01046,0
12152,DB03413,DB04307,0
12153,DB05930,DB05120,0
12154,DB05070,P06396,0
12155,Q969P6,DB01375,0
12156,Q7Z4J2,DB08326,0
12157,Q07912,DB08149,0
12158,DB05715,DB01081,0
12159,DB02323,DB04287,0
12160,P0CG48,DB05412,0
12161,DB08287,DB06678,0
12162,DB08151,DB07156,0
12163,Q9Y2I1,DB03757,0
12164,DB03042,DB01384,0
12165,DB03035,DB00680,0
12166,DB08426,DB03379,0
12167,DB01436,DB04599,0
12168,DB05484,P08100,0
12169,DB07696,DB01426,0
12170,DB08001,DB00921,0
12171,DB00111,O95644,0
12172,DB04662,DB03487,0
12173,Q07343,Q99933,0
12174,DB07712,DB03466,0
12175,DB01124,DB05294,0
12176,P11137,Q9P0J0,0
12177,O00341,DB01590,0
12178,Q6UWN8,DB08024,0
12179,DB01963,DB03866,0
12180,DB08791,DB07393,0
12181,DB03013,DB08358,0
12182,DB03351,DB08248,0
12183,DB00132,DB00666,0
12184,DB08137,DB03396,0
12185,DB03181,DB08575,0
12186,P23528,DB08221,0
12187,P22314,DB05050,0
12188,P07949,DB07430,0
12189,DB00333,P13498,0
12190,DB00353,DB04480,0
12191,DB02854,Q96S86,0
12192,DB06832,DB07766,0
12193,P05154,DB01102,0
12194,O95622,DB00964,0
12195,DB04260,DB07657,0
12196,DB03906,DB05760,0
12197,DB00730,DB05482,0
12198,Q9BZZ2,DB05259,0
12199,O75936,P11802,0
12200,P25815,DB05317,0
12201,DB04464,DB05303,0
12202,Q8NE62,DB00279,0
12203,DB04956,DB08805,0
12204,P48443,DB03554,0
12205,DB01192,DB03660,0
12206,P24462,DB00685,0
12207,DB05065,DB02519,0
12208,DB03988,DB04326,0
12209,DB00376,P62993,0
12210,DB03918,DB01738,0
12211,DB00365,DB02741,0
12212,DB00999,DB00668,0
12213,P10109,DB02001,0
12214,DB07665,P05186,0
12215,Q8N159,DB08224,0
12216,DB01583,DB01723,0
12217,DB03039,DB05078,0
12218,DB00798,Q96EM0,0
12219,P29466,P09417,0
12220,Q92930,DB02153,0
12221,DB05212,DB01431,0
12222,DB04886,Q9NXG6,0
12223,P16444,DB02158,0
12224,DB02383,Q92993,0
12225,DB01259,DB01339,0
12226,DB00940,Q9UJ70,0
12227,DB05304,DB00113,0
12228,DB07182,DB04884,0
12229,DB03593,DB00644,0
12230,Q13131,DB05147,0
12231,P53778,Q9UGI9,0
12232,DB07881,P54710,0
12233,DB03849,DB06926,0
12234,DB05484,DB08280,0
12235,DB07688,O95865,0
12236,DB00864,DB07095,0
12237,DB00387,DB06813,0
12238,Q14571,DB00834,0
12239,DB05335,DB03501,0
12240,DB00594,DB08395,0
12241,DB05897,DB02234,0
12242,DB07347,P01100,0
12243,DB07421,DB07498,0
12244,Q9UBX1,DB00399,0
12245,DB07006,DB01667,0
12246,P33260,DB05688,0
12247,DB04791,DB03314,0
12248,P61457,O76054,0
12249,DB08936,DB00709,0
12250,DB02621,O75891,0
12251,DB07395,DB03251,0
12252,P08172,DB07077,0
12253,DB02181,DB08395,0
12254,DB04147,Q02643,0
12255,DB04867,DB06480,0
12256,DB01558,DB03525,0
12257,DB00846,DB08299,0
12258,P49913,Q96RQ9,0
12259,P51812,P20248,0
12260,P50747,DB06412,0
12261,DB04223,Q92830,0
12262,P31995,P42263,0
12263,DB06825,DB07220,0
12264,P07919,DB01108,0
12265,DB08816,DB07959,0
12266,DB03703,DB02723,0
12267,DB03725,DB06854,0
12268,DB00905,DB08633,0
12269,Q9NZD2,P14679,0
12270,P55017,DB01734,0
12271,DB03306,P18283,0
12272,P68104,Q9NXE4,0
12273,DB08129,DB00613,0
12274,DB08053,P52758,0
12275,DB01192,DB03628,0
12276,P48651,DB06243,0
12277,Q9UKL6,DB07659,0
12278,DB03968,P22607,0
12279,DB00042,DB03354,0
12280,DB00202,DB03217,0
12281,DB07427,DB07488,0
12282,DB03526,DB07086,0
12283,DB02363,DB00973,0
12284,O15111,DB01483,0
12285,DB07763,DB08010,0
12286,DB04960,DB00552,0
12287,DB00153,DB07878,0
12288,DB02261,DB01821,0
12289,DB00148,DB00567,0
12290,DB00757,Q9Y5K3,0
12291,P17405,Q15842,0
12292,DB03062,P28702,0
12293,DB07903,P46439,0
12294,DB07916,DB08453,0
12295,P19784,DB01267,0
12296,P01375,DB04129,0
12297,DB01948,DB08491,0
12298,Q16644,P28223,0
12299,DB04845,Q9Y697,0
12300,DB04883,DB05424,0
12301,DB08037,P61769,0
12302,Q9P2J5,DB07607,0
12303,P11309,DB07855,0
12304,DB00573,DB00522,0
12305,DB08339,Q9UNX9,0
12306,DB08083,O94925,0
12307,Q86Y39,DB08782,0
12308,DB07786,DB03987,0
12309,O43525,DB06726,0
12310,DB07246,DB00044,0
12311,Q9NYQ3,DB07874,0
12312,DB01429,DB03092,0
12313,DB00284,DB04761,0
12314,DB00234,P32418,0
12315,P49915,Q00169,0
12316,P13688,DB08696,0
12317,DB08614,DB06909,0
12318,P27144,P50416,0
12319,Q9Y5Y4,Q9UBM7,0
12320,DB06832,P09172,0
12321,Q8IUZ5,DB00712,0
12322,DB00359,DB05892,0
12323,DB08877,DB00291,0
12324,DB04021,DB00528,0
12325,P30838,P11684,0
12326,P60981,DB02108,0
12327,DB00802,DB08335,0
12328,DB03597,DB03333,0
12329,DB01063,O14842,0
12330,P13674,P13584,0
12331,DB03483,DB01863,0
12332,DB07627,DB00146,0
12333,DB05109,DB06730,0
12334,DB07051,DB06876,0
12335,DB09049,DB06274,0
12336,DB00570,DB01790,0
12337,DB03195,DB02532,0
12338,DB08468,DB01309,0
12339,DB02062,DB03227,0
12340,DB00924,DB07994,0
12341,P55786,DB05483,0
12342,DB05278,DB01929,0
12343,DB02398,Q9Y6L7,0
12344,DB01660,DB03903,0
12345,DB07263,DB00338,0
12346,DB05240,O60493,0
12347,DB07901,DB01127,0
12348,Q9Y694,Q9HAW7,0
12349,Q9NR97,DB06684,0
12350,DB08054,DB08001,0
12351,DB03479,DB00370,0
12352,O15269,DB00770,0
12353,DB02638,DB09280,0
12354,DB03028,DB00220,0
12355,DB08397,DB07589,0
12356,P22303,DB01085,0
12357,DB02351,Q08881,0
12358,DB04119,DB01939,0
12359,P47712,DB00426,0
12360,P24752,DB06844,0
12361,DB00647,P09238,0
12362,DB01032,DB00576,0
12363,P51149,DB07121,0
12364,DB08891,DB07023,0
12365,P05181,DB02652,0
12366,P51648,Q13509,0
12367,DB04790,P22694,0
12368,DB08454,DB07251,0
12369,DB05390,Q8IWT1,0
12370,DB03286,DB06144,0
12371,O60658,DB06708,0
12372,P20472,DB11362,0
12373,DB08613,DB03373,0
12374,DB08437,DB04112,0
12375,DB03337,DB04844,0
12376,DB03637,DB03286,0
12377,DB07034,DB08409,0
12378,Q9H3S4,DB04098,0
12379,P29034,Q6UWN8,0
12380,DB07801,DB05283,0
12381,DB04776,P13498,0
12382,DB07147,DB01023,0
12383,P11226,Q9ULC6,0
12384,P11168,DB06871,0
12385,DB03892,DB06741,0
12386,DB02011,DB02696,0
12387,O95237,DB07734,0
12388,DB00141,P05231,0
12389,DB02323,DB06925,0
12390,DB00587,DB00995,0
12391,DB00701,DB00554,0
12392,DB03005,P11802,0
12393,DB07380,DB08190,0
12394,DB07677,DB05390,0
12395,DB04701,DB01440,0
12396,P11274,O95831,0
12397,DB02221,DB04407,0
12398,P05089,DB00082,0
12399,P17538,P17752,0
12400,P49327,DB08304,0
12401,DB03611,DB01245,0
12402,DB02311,DB00213,0
12403,P29218,DB07457,0
12404,DB07228,P57059,0
12405,DB08482,DB09026,0
12406,DB04246,Q9Y286,0
12407,DB00149,P08174,0
12408,DB01221,DB08807,0
12409,DB01036,DB00471,0
12410,P01857,Q9UJ68,0
12411,DB01818,DB05407,0
12412,DB05018,DB02696,0
12413,DB01998,DB07253,0
12414,DB08122,DB00325,0
12415,DB08140,DB08353,0
12416,DB03714,DB07384,0
12417,DB07969,Q99418,0
12418,P28222,DB05142,0
12419,DB03417,Q99624,0
12420,DB08163,P13073,0
12421,DB01820,DB00114,0
12422,DB05301,DB02116,0
12423,DB04381,Q16850,0
12424,DB07586,DB01005,0
12425,Q9NR33,DB07468,0
12426,DB02096,P08620,0
12427,DB00400,DB02267,0
12428,DB06849,Q96MA6,0
12429,DB05206,DB01763,0
12430,DB05024,DB08932,0
12431,Q92934,Q03403,0
12432,Q8WXI7,DB00222,0
12433,DB00060,P15104,0
12434,O94808,O00305,0
12435,DB00393,Q13427,0
12436,DB04331,DB00072,0
12437,DB07063,DB02557,0
12438,DB00287,DB00081,0
12439,DB00268,Q9BVG9,0
12440,P84098,DB03214,0
12441,DB06857,DB04930,0
12442,DB07994,DB04919,0
12443,DB07629,Q9Y5Y4,0
12444,DB00598,DB06716,0
12445,P25103,DB05381,0
12446,DB02615,DB08743,0
12447,DB04701,DB02661,0
12448,P31513,DB04525,0
12449,DB03060,P63098,0
12450,DB06963,DB00666,0
12451,DB02221,DB07122,0
12452,DB06845,DB01320,0
12453,DB07005,P41252,0
12454,DB00625,Q9UKG9,0
12455,Q9Y2D0,DB07259,0
12456,Q03403,DB00925,0
12457,DB08368,O14832,0
12458,DB04837,Q9NSD9,0
12459,DB03501,DB05165,0
12460,P24046,DB00894,0
12461,DB06694,Q92806,0
12462,DB00892,P17174,0
12463,DB03606,DB02643,0
12464,DB03691,DB03035,0
12465,DB07981,P13995,0
12466,DB00227,Q2M3G0,0
12467,DB07279,P08263,0
12468,O14764,DB07356,0
12469,P14410,P03951,0
12470,DB04856,Q9H228,0
12471,Q9BQE3,DB07949,0
12472,DB07312,DB07714,0
12473,DB08527,P00352,0
12474,P06241,DB00585,0
12475,P30419,DB04733,0
12476,P36544,DB07086,0
12477,DB00221,DB03337,0
12478,Q00266,DB05197,0
12479,DB00244,DB07229,0
12480,DB01256,DB01597,0
12481,Q03721,DB05339,0
12482,DB00572,DB00051,0
12483,DB08148,Q15382,0
12484,DB00217,DB04312,0
12485,DB06042,DB04395,0
12486,DB07944,DB03070,0
12487,DB07110,DB07954,0
12488,DB06958,DB01013,0
12489,DB04645,DB00349,0
12490,DB06616,DB00801,0
12491,DB05766,DB05824,0
12492,O60669,P17568,0
12493,DB03101,DB00790,0
12494,Q96SW2,DB00575,0
12495,DB05092,DB02643,0
12496,DB07664,DB09101,0
12497,DB00036,DB01032,0
12498,DB07150,DB04251,0
12499,P04629,DB01208,0
12500,DB01223,O00187,0
12501,DB08895,Q969I3,0
12502,DB01101,DB00414,0
12503,Q15800,P01112,0
12504,P04839,P28566,0
12505,Q13427,DB06243,0
12506,DB01338,DB06366,0
12507,Q9HCR9,DB02267,0
12508,DB02426,DB05415,0
12509,DB04334,P09467,0
12510,DB01917,DB01577,0
12511,DB06626,DB01114,0
12512,DB04269,DB08820,0
12513,DB04306,DB01599,0
12514,DB08572,Q9HBH5,0
12515,DB07013,DB03417,0
12516,DB07259,DB05066,0
12517,DB00963,DB03710,0
12518,Q16798,P05141,0
12519,DB07058,DB03443,0
12520,Q02127,DB01177,0
12521,P02741,Q9NZD2,0
12522,DB00114,DB08186,0
12523,DB04882,DB07279,0
12524,DB00785,DB07845,0
12525,P19784,DB05217,0
12526,DB01273,DB02481,0
12527,DB07353,DB07036,0
12528,DB00987,DB07681,0
12529,P01764,DB06928,0
12530,Q9H2S1,DB05309,0
12531,DB00070,DB08888,0
12532,P54802,DB01782,0
12533,DB02458,DB00691,0
12534,Q9Y2Z4,DB03866,0
12535,Q86YB8,DB08119,0
12536,P50135,P23526,0
12537,P51161,P67775,0
12538,P36021,P16455,0
12539,DB05920,Q8NER1,0
12540,DB03127,DB01169,0
12541,P35368,DB01261,0
12542,DB02098,O43704,0
12543,P22061,O14757,0
12544,O96000,DB01837,0
12545,DB05739,P02689,0
12546,DB03923,Q9NPH2,0
12547,P08684,DB01212,0
12548,DB07968,DB04459,0
12549,DB01041,DB03078,0
12550,P53667,P52895,0
12551,Q9NQS7,DB00373,0
12552,Q9NZL9,P27338,0
12553,DB02989,O43451,0
12554,DB07860,DB00348,0
12555,DB02573,P42126,0
12556,DB02296,DB08360,0
12557,DB04888,DB08224,0
12558,DB06920,Q9UKV0,0
12559,DB03280,DB01219,0
12560,DB04446,DB07467,0
12561,P18846,P54855,0
12562,P48506,DB08249,0
12563,Q9NVH6,Q13907,0
12564,DB01065,DB06712,0
12565,DB04273,DB07300,0
12566,DB01320,P10828,0
12567,DB08765,DB07816,0
12568,DB04573,DB04675,0
12569,DB02850,DB03496,0
12570,O43677,P00338,0
12571,DB01823,DB06996,0
12572,DB01082,P48048,0
12573,DB02831,DB07232,0
12574,P00491,DB04531,0
12575,DB05487,P35498,0
12576,DB04652,P12268,0
12577,DB08555,DB00441,0
12578,DB01225,DB01237,0
12579,DB05801,DB00636,0
12580,DB08631,DB07095,0
12581,DB04919,P30939,0
12582,DB08442,DB08010,0
12583,Q16760,DB05655,0
12584,O75900,DB06684,0
12585,DB03994,P01744,0
12586,DB05110,P22894,0
12587,DB00288,DB08561,0
12588,P22314,DB00956,0
12589,DB05032,Q02643,0
12590,Q9Y3R4,P49720,0
12591,DB04636,Q9BVG9,0
12592,P31327,Q13258,0
12593,O76074,P05120,0
12594,O43678,DB08558,0
12595,DB00548,P42338,0
12596,DB04761,DB05712,0
12597,Q9BXI2,DB01437,0
12598,DB04400,Q92993,0
12599,Q06278,P30711,0
12600,DB00437,DB07375,0
12601,P04229,DB00354,0
12602,DB04789,Q9ULA0,0
12603,DB01408,DB04659,0
12604,DB04493,DB04513,0
12605,DB00964,P04053,0
12606,P17516,DB04683,0
12607,Q8NE62,DB03784,0
12608,DB03719,DB08918,0
12609,DB05471,DB01103,0
12610,DB05161,DB07264,0
12611,DB04090,DB02169,0
12612,DB02429,P28335,0
12613,DB02622,DB01951,0
12614,Q9BZW2,P42892,0
12615,Q9Y4W6,DB01780,0
12616,P54619,Q7L266,0
12617,DB08094,P08700,0
12618,Q13630,DB02628,0
12619,DB08365,P62714,0
12620,DB03588,DB01248,0
12621,DB00534,Q9H4M7,0
12622,DB01562,DB03338,0
12623,DB02010,DB07093,0
12624,DB00428,P29323,0
12625,P63208,DB04513,0
12626,DB07638,Q13555,0
12627,P02794,DB06992,0
12628,P01584,DB08062,0
12629,P49591,O43570,0
12630,DB07278,DB00686,0
12631,DB05467,DB01191,0
12632,DB01378,Q13423,0
12633,DB04048,P24385,0
12634,DB05133,DB04865,0
12635,DB02198,DB00491,0
12636,DB03611,DB00769,0
12637,DB04518,DB00246,0
12638,DB04739,O94808,0
12639,DB08423,DB02035,0
12640,DB04566,DB01821,0
12641,O95180,DB03419,0
12642,DB07131,DB03621,0
12643,DB01889,DB02335,0
12644,P63208,DB01190,0
12645,DB05505,DB03491,0
12646,Q9NY65,DB02169,0
12647,P42336,DB03710,0
12648,P00491,DB00098,0
12649,DB03577,DB00823,0
12650,DB01834,DB07521,0
12651,P48551,P19224,0
12652,Q14914,DB07092,0
12653,DB08770,DB08828,0
12654,O00483,DB07265,0
12655,DB01832,DB07913,0
12656,DB04795,P60900,0
12657,P28065,DB03645,0
12658,DB01599,DB08377,0
12659,DB02109,DB04451,0
12660,DB00669,P00325,0
12661,DB02568,DB03802,0
12662,P09110,P35913,0
12663,DB04607,DB09292,0
12664,DB03956,P48048,0
12665,P15153,DB06711,0
12666,O75438,DB02465,0
12667,P37268,DB07281,0
12668,O43766,DB00353,0
12669,DB02840,DB01611,0
12670,DB07708,DB01741,0
12671,P11233,O60656,0
12672,DB06845,O60512,0
12673,DB07497,DB03114,0
12674,DB06832,DB07125,0
12675,DB00279,DB09035,0
12676,DB03955,DB02118,0
12677,P68133,P35498,0
12678,O00591,DB07999,0
12679,DB06706,P07477,0
12680,DB07292,Q9UQD0,0
12681,P09874,DB07314,0
12682,DB05882,DB06918,0
12683,DB07676,Q96C86,0
12684,P29597,DB00770,0
12685,P23415,DB06757,0
12686,DB03589,DB09018,0
12687,Q9BYF1,P21731,0
12688,DB06795,Q9Y233,0
12689,DB04027,DB08130,0
12690,DB04824,DB06871,0
12691,DB01396,P51812,0
12692,DB00064,Q8IWT1,0
12693,DB04055,DB02610,0
12694,DB01143,DB01090,0
12695,Q9UI09,DB07720,0
12696,Q6P996,Q16134,0
12697,DB03516,Q8WX39,0
12698,DB05053,DB05494,0
12699,Q16831,DB02499,0
12700,DB07448,DB08033,0
12701,DB06273,P22888,0
12702,DB03424,O14521,0
12703,DB01074,DB08353,0
12704,P52848,DB07361,0
12705,DB01990,DB00802,0
12706,DB02310,DB01750,0
12707,P00918,O15143,0
12708,P31513,DB07549,0
12709,Q9Y259,DB04622,0
12710,P51170,DB03793,0
12711,DB00886,DB02527,0
12712,P14410,Q8NFA2,0
12713,DB08927,P48163,0
12714,DB08430,DB00912,0
12715,DB02742,P19883,0
12716,DB04426,P06132,0
12717,DB08609,DB00128,0
12718,P01764,DB04867,0
12719,O14717,DB00908,0
12720,DB02093,DB00221,0
12721,P0CG04,DB00209,0
12722,P61587,DB00388,0
12723,P28482,P30838,0
12724,DB00952,DB07876,0
12725,P09429,DB07933,0
12726,DB00587,DB04760,0
12727,DB05045,DB01873,0
12728,DB03880,DB07539,0
12729,DB08246,DB02733,0
12730,Q969I3,Q99456,0
12731,Q9Y646,DB03435,0
12732,DB07612,DB00697,0
12733,P05120,DB05053,0
12734,DB07665,DB02281,0
12735,DB08673,DB06995,0
12736,DB08572,DB03175,0
12737,DB08445,DB08024,0
12738,DB05024,DB08098,0
12739,DB08044,DB05679,0
12740,DB00244,DB05337,0
12741,P43155,DB07454,0
12742,P04229,DB04440,0
12743,P02763,DB00792,0
12744,DB00802,DB04659,0
12745,DB00729,DB02323,0
12746,DB01237,DB03742,0
12747,DB08750,DB05066,0
12748,DB00408,DB07614,0
12749,DB04720,DB00730,0
12750,DB07980,DB01209,0
12751,DB07940,DB02177,0
12752,DB03727,Q07912,0
12753,DB02539,P21695,0
12754,P19634,DB01440,0
12755,DB00381,DB00002,0
12756,DB05415,DB06725,0
12757,DB08890,P37023,0
12758,DB01137,DB00325,0
12759,DB02486,DB02458,0
12760,DB05022,O60760,0
12761,DB00039,DB08190,0
12762,DB06064,DB06282,0
12763,DB07905,DB08768,0
12764,DB06957,DB00495,0
12765,DB00989,DB07995,0
12766,DB06981,DB02999,0
12767,DB08085,DB05116,0
12768,DB03608,P46059,0
12769,P19961,DB02545,0
12770,DB08125,DB00431,0
12771,DB06710,P19367,0
12772,P63000,P57059,0
12773,DB06700,DB05091,0
12774,Q13555,P20472,0
12775,DB07211,Gene,0
12776,Q9Y259,DB00187,0
12777,DB04614,DB00111,0
12778,P63316,P20963,0
12779,DB07276,DB00066,0
12780,DB01893,P03915,0
12781,DB08353,DB01341,0
12782,DB02091,DB07299,0
12783,P61925,DB01008,0
12784,DB02371,DB07537,0
12785,DB00800,Q9NWT6,0
12786,DB07655,Q03426,0
12787,DB06820,DB01324,0
12788,DB03280,P51648,0
12789,Q13555,DB04273,0
12790,DB07497,DB08202,0
12791,DB01179,DB03899,0
12792,DB05206,DB00889,0
12793,O14983,DB08301,0
12794,DB00390,DB06951,0
12795,Q9HAB3,DB08877,0
12796,DB02008,DB08422,0
12797,Q9NSA2,P22749,0
12798,O15143,P07766,0
12799,DB01239,DB07148,0
12800,DB01586,DB06282,0
12801,DB08094,DB01590,0
12802,DB04680,DB04781,0
12803,P35408,Q13639,0
12804,O60669,P51671,0
12805,DB04722,DB06964,0
12806,DB04251,DB02744,0
12807,Q9Y6Y9,DB01319,0
12808,DB02072,DB05215,0
12809,DB02745,DB00069,0
12810,Q8NBN7,Q00796,0
12811,P01133,P62829,0
12812,P12724,Q96F10,0
12813,P23786,DB08560,0
12814,DB00521,Q15274,0
12815,DB05268,DB02852,0
12816,P49368,DB03461,0
12817,P62745,DB08254,0
12818,DB00100,O75116,0
12819,DB08596,DB08242,0
12820,P05121,DB07440,0
12821,DB00552,O60664,0
12822,DB04824,DB04476,0
12823,P00918,P55263,0
12824,DB05278,DB00071,0
12825,DB04721,Q9H2G2,0
12826,DB04564,DB03604,0
12827,Q9Y2U5,DB05432,0
12828,DB07933,O15144,0
12829,O14983,P17405,0
12830,O95665,DB09128,0
12831,Q92769,DB00819,0
12832,P45954,DB08416,0
12833,DB00802,DB05001,0
12834,Q9P0X4,DB06892,0
12835,DB05418,DB01399,0
12836,DB04234,P15382,0
12837,DB00294,DB07168,0
12838,DB08640,DB05223,0
12839,DB02479,DB08168,0
12840,DB04232,P42330,0
12841,DB05109,P25103,0
12842,Q86UW8,DB02458,0
12843,DB00943,Q71U36,0
12844,P30291,O75521,0
12845,DB08534,P23141,0
12846,P30825,P13500,0
12847,DB01944,DB01398,0
12848,DB08072,DB08138,0
12849,Q8WXI7,P05186,0
