#Drug	Gene
DB05294	P15692
DB09074	Q9Y6F1
DB00688	P12268
DB07812	P31751
DB08175	P28702
DB00157	P03891
DB00677	P06276
DB03900	P60174
DB01118	P11712
DB05394	P09172
DB03643	P05981
DB01403	P18825
DB07954	O00408
DB00148	P12532
DB00909	Q15858
DB02216	P16455
DB08801	P08172
DB00145	Q9H598
DB00690	P08684
DB04516	Q9NPH2
DB01173	P35367
DB05039	P07550
DB00540	P20815
DB04489	O75976
DB08996	P22303
DB04493	Q16877
DB00690	P47870
DB04865	P39023
DB05066	P05231
DB00696	P18089
DB00178	P12821
DB08865	P08581
DB03461	P11586
DB00228	P98194
DB03923	Q86VU5
DB01267	P08913
DB01601	P20813
DB02583	P00374
DB00808	P08684
DB04946	P50406
DB06681	P42081
DB00550	P05164
DB05205	P21397
DB00118	P35520
DB00980	P05177
DB01626	P21397
DB01260	P04150
DB01161	Q9GZZ6
DB00281	P20813
DB02467	P20339
DB04397	P36871
DB05147	Q71U36
DB01437	P10635
DB05192	P10828
DB05183	O14920
DB07219	P07858
DB00068	P17181
DB00130	P21980
DB02266	P35354
DB03824	P11086
DB07300	O15530
DB07374	P62829
DB08062	P00734
DB00321	P28223
DB04608	P30291
DB03929	P23415
DB07585	P31749
DB05007	P01133
DB07899	P17538
DB00129	Q9UMX2
DB00575	P08913
DB05187	P37231
DB08303	P42262
DB09047	P11388
DB04905	P35367
DB00188	P25787
DB06774	P05177
DB01236	Q99928
DB02342	P04798
DB05239	Q9HB55
DB03758	P08238
DB01101	P04818
DB00831	P14416
DB00206	P54219
DB02285	P02792
DB04630	P05093
DB00131	Q9Y478
DB01466	P10635
DB03159	P00734
DB00623	P14416
DB04845	Q13509
DB00157	P51659
DB00425	P11712
DB01353	P42262
DB00005	P09871
DB00601	P21397
DB00208	P05164
DB08048	P03372
DB01357	P11712
DB00785	P08172
DB00215	P33261
DB01020	P08684
DB00898	P28472
DB08515	P20618
DB04530	P36952
DB00503	P24462
DB01951	P62942
DB00388	P05177
DB01124	P33260
DB01151	P20813
DB00028	O75015
DB00363	P35348
DB00170	P08709
DB08683	O14757
DB00448	P08684
DB00073	P09871
DB00392	P11229
DB00515	P35354
DB01146	P35367
DB00818	Q9HAW9
DB09073	P08684
DB08534	P24941
DB01405	P05177
DB01251	Q09428
DB08889	P49721
DB01548	P35372
DB00619	P00519
DB01212	Q9NSA0
DB04447	Q96QT4
DB04855	Q12809
DB06700	P08684
DB07822	P22303
DB07636	P00156
DB01793	P49841
DB00734	P28335
DB01588	P31644
DB02643	P27338
DB08568	P61925
DB07070	Q03181
DB08802	P35367
DB01110	O15554
DB00780	P27338
DB06868	P00734
DB04270	P37231
DB00334	P50406
DB00802	P20815
DB00463	P47869
DB08321	Q16706
DB00157	P03901
DB08893	P08684
DB00486	P34972
DB00762	P23141
DB03449	P35228
DB00203	P05181
DB00502	P20815
DB00398	P20815
DB00801	P78334
DB07731	P24941
DB00420	P11229
DB08595	P03372
DB00005	P02745
DB06896	P08581
DB01234	P08684
DB06942	P00734
DB00777	P08172
DB06209	P11712
DB00171	P45844
DB00655	P03372
DB00368	P18089
DB01186	P08684
DB05740	Q9GZZ6
DB00712	P16662
DB04557	P23219
DB05075	P41240
DB00801	P18507
DB01239	P14416
DB00549	P08684
DB00755	P13631
DB00400	P05177
DB02659	P15954
DB07954	P18545
DB00334	P25021
DB00799	P28702
DB01229	Q9H4B7
DB01481	P10275
DB04946	P08908
DB00818	Q16678
DB01267	P14416
DB01621	P33261
DB09071	P48039
DB00678	P16662
DB00500	P05164
DB00957	P06401
DB00396	P11712
DB00514	P10635
DB07121	P78536
DB00694	P08684
DB08911	P08684
DB04448	P00326
DB07244	P00797
DB01892	O75469
DB04521	Q16772
DB02465	O00519
DB02104	P00374
DB02550	P07900
DB00620	P04150
DB00706	P25100
DB00852	P01100
DB04366	P15531
DB05169	Q96GD4
DB09063	Q9UM73
DB08163	P17707
DB00238	P08684
DB00477	P35462
DB00440	P10632
DB00829	P24462
DB04931	Q01726
DB06882	Q16539
DB08632	P68871
DB07140	P00374
DB00794	P18505
DB02011	P00480
DB01159	P30049
DB00841	P21964
DB00675	P05177
DB00157	P07864
DB04233	P04118
DB06201	P23141
DB00322	P19971
DB07226	P30291
DB00139	O75936
DB06204	P16662
DB00307	P11712
DB07207	P08709
DB00157	Q92506
DB00534	P51649
DB05210	O00459
DB01559	O14764
DB02731	P55809
DB06842	Q08499
DB09570	P08684
DB00666	Q96P88
DB07050	P00918
DB00472	P20813
DB01028	P28472
DB01200	P05177
DB06210	P40238
DB01437	Q8N1C3
DB07595	P24941
DB05110	P01579
DB00284	P14410
DB01037	P27338
DB01033	P47989
DB08907	P08684
DB00471	P11509
DB00831	P63316
DB00241	P31644
DB04863	P05106
DB07831	P00519
DB00562	Q16790
DB01442	Q01959
DB00321	P08172
DB03484	P08758
DB00829	P47870
DB03461	P14061
DB04014	P06493
DB00898	P18505
DB01561	P14061
DB00412	P23219
DB01558	O14764
DB01608	P35368
DB00668	P07550
DB00748	P05181
DB00898	P30532
DB04326	P04075
DB04464	P07998
DB00294	P06401
DB00599	O00519
DB08910	Q96SW2
DB00340	P08173
DB00346	P35348
DB00468	O15554
DB07735	P56817
DB00531	P20813
DB00852	P21397
DB00693	P06310
DB01191	P10635
DB05796	P08473
DB00157	O43674
DB00370	P10635
DB01065	P62158
DB01708	Q99720
DB03466	P13631
DB01201	P11712
DB01698	P11712
DB02830	P00813
DB08868	Q9H228
DB08883	P42261
DB00342	P20815
DB00308	Q9NS40
DB00715	P20813
DB00143	P21266
DB00170	P04070
DB00477	P20309
DB00898	Q01668
DB00203	P18545
DB00307	P28702
DB00134	P56192
DB00097	P22888
DB02249	P00326
DB03889	Q16775
DB06902	P62508
DB01267	P21917
DB02014	P18031
DB08242	Q16539
DB07467	P00918
DB01049	P08908
DB03125	P00374
DB00197	P24462
DB02210	P04150
DB00281	P33260
DB00371	P18507
DB00696	P28222
DB00863	P08684
DB00544	Q12882
DB00071	P06213
DB06089	O43526
DB03814	P15291
DB09028	P32297
DB01382	P48048
DB06196	P30411
DB00540	P10635
DB00805	P28335
DB06089	Q9NR82
DB00647	P24462
DB04920	P33261
DB01036	P08173
DB04828	Q9Y5Y4
DB05495	P14780
DB01559	P18505
DB04652	Q15788
DB08807	P13945
DB04791	P07477
DB00537	P20815
DB01182	P08684
DB00292	P48169
DB06820	P11712
DB00800	P35348
DB01036	P20309
DB09082	P07550
DB03635	P02775
DB00333	P20815
DB06148	Q9H3N8
DB00358	P06276
DB00048	P02452
DB00619	P07333
DB00857	P33261
DB01435	P20813
DB02068	P50440
DB00572	P05177
DB00907	P31645
DB01902	P46459
DB02901	P05093
DB06413	P20813
DB09039	P08684
DB01109	Q9Y251
DB07977	Q02127
DB09570	P11712
DB03486	Q8WVQ1
DB01784	P00918
DB05116	P04818
DB00270	P08684
DB00171	P00519
DB01108	P03372
DB01285	Q01718
DB01677	P23368
DB08815	P14416
DB06262	P25100
DB05087	P48169
DB07780	P53611
DB00481	P11511
DB00628	P48169
DB05484	P10145
DB02676	Q08499
DB02310	P50579
DB01373	P20810
DB00679	P05177
DB00318	P35372
DB00353	P21728
DB00818	P05181
DB02662	P18031
DB00054	P04004
DB05478	P08684
DB00118	P19623
DB00562	P22748
DB00690	P14867
DB01216	P08684
DB00363	P20309
DB00726	P33261
DB08052	P12931
DB03754	P15692
DB06862	P42574
DB06403	P33261
DB00673	P25103
DB00206	Q05940
DB02105	P21964
DB00159	O60488
DB00308	Q14654
DB01124	Q09428
DB00898	A5X5Y0
DB04988	P04626
DB00898	P19320
DB01028	Q99928
DB06271	P01008
DB00157	Q96C36
DB00764	P04150
DB04153	P11766
DB02103	P14625
DB01220	P08684
DB00374	Q9H244
DB07277	P00734
DB07954	O76083
DB00293	Q05932
DB00142	P80404
DB01049	P14416
DB00898	P08684
DB06282	P35367
DB01100	P24462
DB01262	P27707
DB01621	P14416
DB02559	P00374
DB00829	O00591
DB00678	Q9HAW8
DB00993	P51580
DB03526	P00918
DB07006	P30291
DB00151	P16455
DB00244	O14920
DB00312	Q9UN88
DB01083	P16233
DB07460	Q05397
DB01167	Q16850
DB00653	P54289
DB00170	Q06278
DB01224	P08172
DB00752	P11712
DB06042	Q02880
DB04998	Q9Y6K9
DB00777	P08912
DB04851	P33527
DB00920	P52209
DB04141	P00156
DB03686	P09211
DB00396	P08684
DB01166	P08684
DB02338	Q16881
DB00114	Q9Y617
DB03622	P22894
DB04464	P04271
DB04531	P16455
DB02763	P29460
DB01094	P55157
DB04648	P05089
DB05381	P25021
DB09291	P08684
DB08608	Q15119
DB00055	P07225
DB01325	Q13621
DB04840	P10635
DB04946	P05181
DB01812	P50225
DB03572	P00813
DB00667	P10635
DB00701	P20815
DB00273	P78334
DB00953	P28221
DB07107	P61925
DB08515	P25787
DB00184	P28329
DB01942	Q99418
DB00114	P17174
DB00675	P10635
DB00188	P25788
DB00367	P03372
DB05047	P42263
DB07929	P28702
DB08860	P04035
DB00909	Q07699
DB01221	P08172
DB00188	P25789
DB00189	Q16445
DB00434	P11229
DB07059	P00797
DB00755	O94788
DB02857	P00491
DB07374	Q9UHA3
DB00753	Q9UN88
DB01559	P33260
DB00332	P08172
DB04975	P08684
DB00316	P19224
DB04919	P02675
DB07110	P56817
DB04238	P07477
DB00339	P05177
DB01234	P24462
DB00546	P28472
DB04868	P11712
DB05359	P49286
DB07151	P11309
DB00333	P24462
DB07771	P49356
DB08358	P49137
DB01149	Q01959
DB00042	P63027
DB03280	P23919
DB08818	Q5JVS0
DB01708	O15399
DB07504	P24941
DB07733	P29466
DB00882	P03372
DB05492	P18825
DB08453	P31930
DB00370	P25100
DB00196	P08684
DB02994	P11488
DB00608	P01375
DB00996	Q13224
DB00731	P37231
DB00962	P08684
DB00502	O60656
DB03602	Q04760
DB00306	Q8N1C3
DB01217	P11712
DB01062	P20309
DB01092	P05023
DB07141	P00374
DB07388	P35228
DB01075	P11712
DB07946	P00734
DB08399	P36542
DB08453	P14927
DB00054	P02747
DB01161	P46098
DB00454	P08172
DB00755	P08684
DB08562	P01617
DB08891	Q9UBS5
DB09076	P08173
DB04599	P14416
DB01043	Q13224
DB02659	Q02221
DB05210	P42345
DB00513	P00747
DB00818	P05177
DB04847	Q9GZT9
DB08889	P28074
DB06228	P00742
DB09034	O43614
DB00717	P24462
DB01136	P16860
DB00499	P04798
DB00897	P78334
DB01198	P05181
DB02855	P07858
DB00748	P08684
DB01809	P08631
DB00642	P31939
DB01149	P31645
DB07739	P11086
DB00334	P47869
DB00627	P10635
DB01082	Q9UM07
DB04633	P21673
DB02436	P18031
DB01595	P78334
DB00273	P34903
DB00245	Q01959
DB00907	Q14524
DB00963	P35354
DB02508	P14324
DB07235	P17612
DB00898	P33261
DB01144	P43166
DB01189	P14867
DB00715	P10635
DB03136	P00749
DB00031	Q07954
DB00920	P35367
DB01189	P31644
DB04725	P35503
DB00187	P08588
DB08904	P01375
DB03661	Q9H4G4
DB01583	P10828
DB06953	P49354
DB01169	P05412
DB04875	P29466
DB05217	P43490
DB06589	P16234
DB04860	Q9NYK1
DB01338	P08172
DB01444	P35372
DB06089	O43525
DB08775	Q9UBX1
DB00612	P08588
DB00800	P08913
DB00573	P35354
DB08770	P29274
DB00281	P11712
DB00068	P48551
DB08231	O75521
DB03382	P48147
DB01276	P43220
DB03052	P24557
DB06710	P10275
DB08203	Q86XF0
DB01016	P33261
DB01283	P05177
DB06716	P28472
DB01028	P23415
DB01708	Q07869
DB08462	P12931
DB00748	P11712
DB00845	P08183
DB00882	P04798
DB04216	Q6NVY1
DB00811	P22413
DB00680	Q14524
DB00240	P04150
DB03010	P68363
DB02300	Q07973
DB01149	P08908
DB01050	P16662
DB00461	P35354
DB01645	Q14289
DB00349	P48169
DB00131	Q08499
DB00246	P18089
DB02473	P00749
DB04946	P35348
DB07080	Q15788
DB08572	P24941
DB00312	P28472
DB02320	P06737
DB03015	P00813
DB07636	P14927
DB00051	P09871
DB00734	P18825
DB01224	P28335
DB08231	P61925
DB08694	P20248
DB01017	P15692
DB00420	P35367
DB00170	Q8N0U8
DB07154	P27487
DB00924	P05177
DB04450	P08100
DB00143	P22352
DB07863	P37231
DB01186	P18825
DB01973	P07478
DB00139	Q13183
DB00334	P18505
DB05250	P01375
DB08000	P15121
DB06288	P14416
DB00257	P05181
DB00924	P08684
DB03395	P00797
DB00784	P11712
DB00162	P47895
DB00031	P07355
DB00055	P38435
DB00605	P15121
DB00114	O15270
DB02726	P60174
DB00160	Q7Z2H8
DB06274	P41145
DB07007	P35228
DB00056	P12314
DB01080	Q9UBS5
DB01121	P35498
DB00128	P00505
DB00561	Q9NPC2
DB00359	P10632
DB01800	P15289
DB08441	P24941
DB07457	O15530
DB07954	O76074
DB00307	P48443
DB01411	Q9Y271
DB00211	P35348
DB08231	Q9Y6Y9
DB01444	P41143
DB01077	P38606
DB00458	P34969
DB00111	P02747
DB00852	P18846
DB01118	P05177
DB05091	P30518
DB00759	P04156
DB01108	P14060
DB01204	Q16678
DB00898	Q9UN88
DB00159	O95573
DB01559	P24046
DB01076	P08684
DB04974	P42345
DB06689	P05181
DB01041	P20815
DB08811	Q9Y233
DB00143	Q9H4Y5
DB00418	P31644
DB07686	P24941
DB08901	P08684
DB01232	P33261
DB01186	P41595
DB04752	Q13285
DB00155	P00480
DB09272	P41143
DB00215	P31645
DB00060	P48551
DB00785	P20309
DB06062	P01584
DB01496	P47869
DB00130	P47897
DB00920	O95263
DB00201	Q14571
DB08613	P56524
DB00934	P14416
DB00989	P08684
DB08899	P10635
DB00889	P46098
DB03890	Q9UNI1
DB08661	P07998
DB08818	Q6UX15
DB03496	Q00534
DB08410	P01857
DB03072	P09874
DB05053	P09467
DB00114	Q9HD40
DB01049	P47870
DB00683	P78334
DB00013	P00750
DB01544	P34903
DB00757	P08684
DB00984	P11511
DB04557	P11712
DB08150	P17612
DB00887	Q9H2X9
DB01254	P04798
DB08080	Q8WWL2
DB00197	O60656
DB00075	P20963
DB07756	P22303
DB00449	P22303
DB00400	P08684
DB00562	P55017
DB08860	P11712
DB02373	P49789
DB00172	O43272
DB02570	P04632
DB00143	Q99735
DB01101	P11712
DB01223	P0DMS8
DB01686	P29474
DB02209	P11926
DB00921	P11509
DB00904	P05181
DB01183	O00206
DB01238	P08913
DB06413	P11712
DB02424	P08238
DB00327	O60656
DB07642	Q96C86
DB08846	P35218
DB01195	P35499
DB06877	P28482
DB01174	Q8TCU5
DB00413	P28222
DB01496	P34903
DB00622	P10632
DB00092	P12314
DB03642	P43235
DB01182	P10635
DB05897	P08069
DB07278	P00734
DB08935	P11836
DB00112	P15692
DB01257	P01031
DB00675	P20813
DB07849	P09211
DB05122	P26010
DB02494	Q96L21
DB00501	P15538
DB00313	P05177
DB06830	O95749
DB00544	P10632
DB01388	O00305
DB05078	Q14627
DB00499	P05177
DB00934	P25100
DB04884	P28335
DB00004	P01589
DB02309	P31939
DB00334	P11712
DB04048	P32119
DB08488	P00742
DB00598	P07550
DB03814	P23946
DB00114	P34897
DB00211	P10635
DB08222	P16233
DB00142	O95954
DB06176	P33261
DB00199	P20813
DB08626	P08473
DB01085	P05181
DB05077	P21554
DB02936	P14555
DB00898	P00325
DB00526	P02795
DB04376	Q05655
DB00644	P30968
DB04080	P12931
DB04253	P16083
DB07876	P17612
DB07046	Q02750
DB01950	P49841
DB07841	P14324
DB06216	P14416
DB04542	P15531
DB00909	P35218
DB01203	P08588
DB00726	P11712
DB00968	P21964
DB01131	P10635
DB03213	P07477
DB00675	P03372
DB08846	P43166
DB01200	P28222
DB00590	P35368
DB00532	P20813
DB01119	Q14654
DB00624	P08684
DB00852	P18848
DB00733	P22303
DB00659	Q8N1C3
DB00443	P04150
DB06712	P05181
DB07973	P00742
DB00470	P08684
DB04480	P36897
DB07666	P27487
DB08077	P69905
DB01132	P11712
DB00656	P31645
DB04620	Q05586
DB06148	P21918
DB07955	Q9UNI1
DB00125	P78540
DB03948	P12268
DB00902	P35367
DB00312	P08684
DB00082	Q02318
DB06770	P10635
DB01599	O95477
DB02325	Q7Z4W1
DB01234	P10632
DB08151	P11217
DB05785	P13631
DB01435	P23219
DB00463	P36544
DB00062	P05164
DB00776	Q14524
DB01614	P35368
DB01364	P06276
DB02010	Q04759
DB00316	P11712
DB00363	P05181
DB00908	P05177
DB00217	P08913
DB07253	P54760
DB03555	P07477
DB04137	P20339
DB01388	P20815
DB02193	P00734
DB00065	P01375
DB00897	O14764
DB06605	P20815
DB00501	P10632
DB00502	P08684
DB06770	P04798
DB00295	P35372
DB04878	O43451
DB00157	P10515
DB00186	P30536
DB00227	P11712
DB01437	P28472
DB01007	P08684
DB01837	P23219
DB00237	P48169
DB06802	P23219
DB00370	P28335
DB00568	P20813
DB00201	P05181
DB06292	P04798
DB05432	Q9NYX4
DB01384	P04150
DB00100	Q07954
DB00143	P08263
DB00332	P20309
DB07010	P53779
DB03218	P11217
DB00726	P35348
DB03349	Q07343
DB01588	P24046
DB00734	P28221
DB00849	P36544
DB07714	P00390
DB07126	P24941
DB00191	P10635
DB01119	P15104
DB01588	P18507
DB08493	P09237
DB00384	P51172
DB04466	O75469
DB04942	P10276
DB00188	P25786
DB01873	P68366
DB01614	P35348
DB05750	P21554
DB02546	Q13547
DB00128	Q96HD9
DB00189	Q99928
DB00996	Q00975
DB00300	P54819
DB03109	Q13231
DB04835	P51681
DB00176	P05177
DB00005	P12314
DB01129	P05177
DB03626	P15559
DB07495	P07900
DB07958	Q9NZK7
DB08180	P53609
DB04477	O14556
DB04445	Q06520
DB07960	Q9Y3R4
DB01095	P22309
DB07909	P01834
DB01782	P45983
DB03542	P29218
DB00125	O43246
DB00474	P14867
DB07497	P11498
DB00475	P18505
DB06080	P35916
DB00181	Q9UBS5
DB08846	P17612
DB01023	Q13698
DB00921	O60656
DB00974	P11511
DB01162	P35368
DB01068	Q16445
DB01614	P28223
DB03147	P29475
DB00563	Q92820
DB00418	Q13224
DB00128	Q7L266
DB03706	Q03013
DB06989	P23467
DB01915	P02689
DB03147	P26440
DB01159	O15554
DB04576	P11388
DB06205	P01137
DB07150	Q92731
DB00199	Q96FL8
DB00142	Q16478
DB00360	P29474
DB00706	P35348
DB00130	Q96PF1
DB01100	Q12809
DB02587	P63092
DB00281	Q15858
DB00842	P31644
DB00744	P23219
DB00700	P08235
DB01215	P47869
DB08868	Q9HCS2
DB00849	P48169
DB08257	P34913
DB01660	Q10588
DB00783	P04798
DB00404	P08684
DB07814	Q6P093
DB00189	P31644
DB00075	P31994
DB00092	P31994
DB01567	A8MPY1
DB06626	P20815
DB06742	P08684
DB06832	Q92731
DB07527	P00734
DB01198	P31644
DB00402	P28472
DB00376	P08172
DB00175	P10635
DB00029	P05121
DB00564	P20813
DB01002	P05177
DB00678	P10632
DB00098	P42081
DB00228	P05181
DB02848	P09467
DB05492	P18089
DB08473	P68400
DB02205	O14556
DB01496	Q13002
DB07379	Q00534
DB04932	P29275
DB05168	P14207
DB00380	P11388
DB00484	P18089
DB08046	P00918
DB00142	Q9UI32
DB01067	P37231
DB00242	P56282
DB01353	P48169
DB08846	O43570
DB07289	P18031
DB00959	P04150
DB01738	P05771
DB00402	Q8N1C3
DB01595	P28472
DB02659	P13073
DB00767	P08173
DB01068	P14867
DB00051	P02745
DB00142	Q9Y617
DB08846	P43405
DB00786	P08254
DB02059	P04406
DB00281	P05177
DB00988	P21964
DB00475	Q9UN88
DB00610	P35348
DB00708	P08684
DB00072	P02745
DB00508	P06276
DB00248	P07550
DB01056	P05177
DB07198	Q15788
DB04180	P00918
DB00171	P35626
DB02494	P40429
DB08515	P25786
DB00157	P00325
DB00110	P12314
DB04315	Q9Y6B6
DB08867	P05177
DB01204	P11388
DB01588	Q9UN88
DB07778	P47985
DB00679	P14416
DB00746	P47989
DB00694	Q16678
DB07427	P68871
DB01135	P08172
DB00051	P02746
DB00501	P20815
DB01205	P47869
DB00231	P28472
DB01675	Q9UKU7
DB04799	P07919
DB00514	P63000
DB05213	P36888
DB01236	P47870
DB00659	Q16445
DB00947	P03372
DB01599	P23141
DB04866	P02452
DB00130	P49221
DB01161	P06276
DB02573	P07998
DB03408	P48637
DB00134	Q96GW9
DB00934	P20309
DB05362	P00742
DB01595	Q16445
DB00543	P50406
DB08461	P10275
DB08907	P06133
DB00515	Q02928
DB00321	P08912
DB04832	P31645
DB00155	P00966
DB05464	Q00653
DB00149	P54687
DB07270	P09467
DB00318	P10635
DB00125	Q96A70
DB03136	P07477
DB03962	P52209
DB00753	P03886
DB00624	P24462
DB00704	P35372
DB00986	P20309
DB01136	P18089
DB04395	P13569
DB02234	P35228
DB07342	P09601
DB03147	P00387
DB03439	P04745
DB00241	Q16445
DB00528	P20815
DB06401	P03372
DB00367	P06401
DB01483	P36544
DB00572	P08173
DB00505	P11229
DB01860	P51003
DB06729	P11712
DB08231	Q08209
DB08610	Q15119
DB01972	P49773
DB01353	P43681
DB00951	P11712
DB00047	P08069
DB07236	Q92731
DB09068	P08588
DB01337	Q15822
DB05149	O96017
DB00531	P20815
DB06216	P08913
DB06741	Q14957
DB00381	Q8IZS8
DB05069	Q9GZZ6
DB01049	P41595
DB03608	P19801
DB00241	P47870
DB00721	Q8TCU5
DB00798	P00374
DB00262	P05177
DB01224	P46098
DB00905	P43088
DB01214	P07550
DB01643	P23919
DB08320	Q15596
DB01403	P35367
DB04846	P08588
DB06148	P18825
DB01050	P35503
DB04951	P09958
DB00762	P08684
DB01812	Q06520
DB00925	P62158
DB05202	P07359
DB08838	Q05586
DB09071	P49286
DB08558	P08588
DB00898	Q14542
DB00659	Q13224
DB02512	P04075
DB01234	P11712
DB01628	P35354
DB00863	P05177
DB00306	P14867
DB05078	P24394
DB08083	P00918
DB00962	Q06278
DB04464	P10176
DB08259	P34913
DB00321	P31645
DB00988	P21917
DB00603	P03372
DB06262	P07550
DB02532	P0CG22
DB00633	P04798
DB03754	Q8WVQ1
DB08416	P00918
DB00898	P11712
DB07009	Q15788
DB02323	P14061
DB05223	Q13547
DB00031	P27797
DB04272	O76074
DB08453	P00156
DB00074	O75015
DB02533	P35228
DB07361	O14965
DB01076	P35503
DB00143	Q96SL4
DB08166	P11309
DB01088	Q08493
DB00143	Q16772
DB00714	P21917
DB01095	P16662
DB04886	P08684
DB06971	P22894
DB01041	P04798
DB01103	P47712
DB01544	P16662
DB03850	P68133
DB04612	P98170
DB07030	P15121
DB00683	P24046
DB00717	P20815
DB00605	Q9Y5Y4
DB08877	P08684
DB02821	P04181
DB03348	P22303
DB00250	P20815
DB01407	P01138
DB07132	O15530
DB07213	O14757
DB08114	P17612
DB00918	P10632
DB07229	P07477
DB00586	P05181
DB04899	P17342
DB00704	P41143
DB01497	P41146
DB07660	P00734
DB03010	P68371
DB05047	P42262
DB00546	P31644
DB06834	P43405
DB00722	P12821
DB00727	P16066
DB01577	P54219
DB01097	P35869
DB00157	Q6ZMR3
DB00114	P32929
DB00313	O60656
DB08053	P12931
DB03606	Q08499
DB00991	P23219
DB01403	P25100
DB00086	P00747
DB01295	P07550
DB00674	Q04844
DB00541	P24462
DB08868	P78329
DB00173	Q13126
DB04575	P03372
DB00818	P11712
DB05012	P23975
DB00040	P43220
DB00008	P17181
DB00197	Q99808
DB00357	P08684
DB06605	P05177
DB02052	Q15078
DB00852	P08588
DB01766	Q13526
DB00583	P43155
DB01861	Q14376
DB00688	P08684
DB03935	P09038
DB05052	Q92731
DB00586	P10632
DB00674	P43681
DB09052	P04234
DB00020	P13727
DB05422	P31645
DB05745	P55786
DB04572	P08684
DB01373	P04271
DB03147	P16083
DB05767	P01375
DB00420	P33261
DB00114	O95954
DB03425	Q13002
DB01320	P08684
DB00659	P41594
DB00847	P05164
DB00154	P23219
DB00891	P11712
DB00363	Q9H3N8
DB00379	P20813
DB04077	P37173
DB00172	O94903
DB01395	P08235
DB01567	P18507
DB00118	Q00266
DB04534	P35228
DB04821	P21397
DB06700	P31645
DB01174	P33261
DB00361	P07437
DB04552	O60656
DB00705	P05177
DB09054	Q06278
DB07838	O60551
DB00850	P33261
DB00145	P48637
DB07538	P20248
DB05471	P19838
DB05774	P00533
DB01181	P11509
DB01203	P07550
DB03719	P14625
DB02131	P00326
DB00797	P18089
DB00997	O75828
DB03016	P07477
DB00588	P04150
DB00228	P23415
DB02659	P00395
DB00515	P05164
DB00427	P10635
DB00897	P28476
DB00655	P05181
DB07309	P50579
DB00379	P05177
DB01067	P08684
DB07008	P35228
DB00898	O14764
DB07857	P17612
DB00157	P40926
DB00768	P08684
DB01268	P20815
DB01595	Q99928
DB08244	P52732
DB03401	Q01082
DB00197	Q9HAW9
DB07401	P07919
DB00217	P07550
DB00969	P08684
DB02087	P00918
DB00669	P08908
DB00952	P21397
DB02052	P06493
DB00659	P47870
DB04906	P63098
DB00155	Q9ULC6
DB00441	P04818
DB00540	P13945
DB04216	P36542
DB00157	Q9P0J0
DB06948	P20248
DB04832	P21397
DB00575	P08684
DB00526	P05181
DB04799	Q9UDW1
DB01032	P10632
DB09079	P07948
DB01197	P09960
DB03262	P00918
DB01175	P35367
DB01708	Q8TCU5
DB04272	Q93088
DB00820	O76074
DB01049	P50406
DB01053	P46059
DB04846	P07550
DB05243	O60674
DB03061	P00326
DB00502	P05177
DB00250	P31513
DB00797	P35367
DB00321	P07550
DB00889	P10635
DB00151	P35520
DB02164	Q9UJM8
DB03568	P06276
DB01232	P05108
DB00922	P63316
DB05233	P03372
DB06151	P48637
DB07394	P36542
DB00683	P13584
DB01388	Q13698
DB08912	P04049
DB00113	P13688
DB00589	P21918
DB00279	P10828
DB08235	P61158
DB07211	P00734
DB03135	P60174
DB08271	O60882
DB04132	Q03013
DB00755	P24462
DB01594	P18507
DB04444	P35749
DB00055	P35237
DB00763	P11509
DB00379	P10635
DB00564	P05177
DB00072	P02746
DB06317	Q9NQ25
DB02187	P14061
DB07087	P03372
DB08231	P62330
DB00280	P08684
DB01210	P07550
DB00193	P10635
DB00423	P00915
DB06845	P00734
DB00306	P78334
DB01083	P49327
DB03455	P60568
DB00518	P05177
DB00128	P43005
DB00950	P35367
DB01589	P28472
DB07653	O14757
DB08590	Q9NWZ3
DB00725	P08912
DB00092	P02745
DB00126	Q96Q83
DB01050	P00750
DB02300	P11473
DB00786	Q9H306
DB00078	O75015
DB00794	P31644
DB06637	P48547
DB00312	Q12879
DB01242	P08684
DB00458	P28335
DB00386	Q05940
DB01373	P62158
DB03078	P12931
DB00898	P36544
DB01818	P11226
DB05475	Q9NR96
DB08323	P01859
DB08231	P62158
DB05232	Q9UQD0
DB00094	P23945
DB01234	Q02928
DB01238	P50406
DB08676	P49356
DB01200	P08913
DB06813	Q05932
DB03003	Q03013
DB04278	P60568
DB00477	P10635
DB07433	Q9UNI1
DB07964	P78536
DB04681	P16442
DB01073	P23921
DB04410	P07477
DB01182	P11712
DB01197	P10635
DB01355	P08684
DB00571	P28222
DB00170	P11509
DB00786	P51512
DB01151	P28335
DB01342	P30556
DB00227	Q92769
DB05443	P41145
DB03880	P51512
DB00933	P10635
DB07257	P30291
DB00855	P13716
DB00540	P25100
DB05087	Q16445
DB00683	P20813
DB08529	O95749
DB00836	P41143
DB07561	Q02127
DB00030	P14735
DB00142	Q14833
DB00081	P31994
DB07859	P31751
DB00682	P11712
DB01483	P42262
DB06636	P08684
DB06637	P22460
DB00755	P20813
DB00909	Q9NY72
DB01662	P17538
DB00072	P31995
DB05215	P05177
DB05511	P0DMS8
DB04899	P16066
DB00186	P54855
DB03609	P00491
DB00145	P34896
DB01068	O14764
DB01708	P14867
DB01189	P18505
DB02001	Q86XF0
DB00758	Q9H244
DB01880	P14174
DB05010	Q9UBS5
DB07580	P02743
DB00678	P22309
DB00777	P35367
